query_id,supplier_id,industry,archetype,price,lead_time,quality_acceptance_rate,defect_rate,on_time_delivery_rate,past_performance_score,responsiveness_score,financial_stability_score,fulfillment_rate,capacity_reliability_score,has_iso_9001,geo_risk_score,relevance
2401,2401_3,materials,balanced,59.66,18,0.97,0.001,0.923,83.1,4.24,4.2,0.873,2.41,0,3.85,2
2401,2401_4,materials,premium,97.89,12,1,0.001,0.921,83.7,4.73,4.03,0.713,3.13,1,2.89,2
2401,2401_5,materials,premium,92.99,14,1,0.001,0.951,86.7,4.83,4.09,0.888,3.37,1,1.69,3
2401,2401_6,materials,budget,41.72,27,0.934,0.031,0.871,83.9,3.89,3.91,0.883,4.71,1,2.23,2
2402,2402_1,machinery,balanced,273.84,24,0.981,0.028,0.907,90.2,4.12,3.57,0.974,1.82,1,3.66,3
2402,2402_2,machinery,budget,180.48,32,0.9,0.065,0.867,82.3,4.09,4,0.833,3.37,1,1.94,3
2402,2402_3,machinery,specialist,381.64,17,1,0.001,0.944,89.7,4.69,3.91,0.841,4.24,1,3.44,0
2402,2402_4,machinery,premium,374.99,14,1,0.001,0.99,90.2,4.82,4.64,0.833,2.13,0,3.49,3
2402,2402_5,machinery,balanced,292.67,25,0.94,0.003,0.902,85.6,4.07,5,0.893,3.95,0,4.1,3
2402,2402_6,machinery,specialist,359.6,17,1,0.001,0.948,84.4,5,4.41,0.914,1.47,0,3.85,4
2402,2402_7,machinery,premium,385.88,23,1,0.001,0.971,82.4,4.47,5,0.841,2.5,1,2.79,0
2402,2402_8,machinery,premium,415.92,17,1,0.001,0.95,87.2,4.88,5,0.931,2.96,0,3.31,2
2403,2403_1,electronics,budget,135.66,9,0.949,0.049,0.877,91.3,3.85,4.11,0.824,1.56,1,2.14,2
2403,2403_2,electronics,specialist,222.14,9,1,0.001,0.945,82.8,4.13,3.86,0.731,1.27,1,3.32,3
2403,2403_3,electronics,budget,101.21,11,0.938,0.056,0.85,75,4.5,3.75,0.828,1.45,1,3.08,3
2403,2403_4,electronics,premium,216.56,12,0.98,0.001,0.99,86.8,4.95,4.66,0.882,3.64,0,2.83,3
2403,2403_5,electronics,specialist,224.28,8,1,0.001,0.941,91.8,4.68,3.52,0.877,3.54,0,3.18,4
2403,2403_6,electronics,budget,138.81,14,0.953,0.03,0.862,83.6,4,4.7,0.925,3.96,0,1.69,3
2403,2403_7,electronics,specialist,247.1,7,0.975,0.001,0.912,85.9,4.22,3.77,0.899,3.11,0,1,3
2403,2403_8,electronics,specialist,247.1,8,1,0.001,0.937,88.9,4.73,4.42,0.883,2.84,1,2.68,3
2403,2403_9,electronics,specialist,236,9,0.983,0.001,0.952,84.9,4.78,4.75,0.847,2.4,1,2.16,3
2403,2403_10,electronics,premium,292.26,11,1,0.001,0.97,85.8,4.73,3.99,0.791,2.07,1,2.13,3
2404,2404_1,electronics,balanced,188.4,16,0.979,0.025,0.922,82.1,4.09,3.95,0.889,3.23,1,2.58,3
2404,2404_2,electronics,specialist,253.61,12,1,0.001,0.936,85.4,4.2,4.75,0.845,4.46,1,3.61,3
2404,2404_3,electronics,specialist,209.38,13,1,0.001,0.966,83.8,4.91,4.38,0.823,3.78,0,1.55,2
2404,2404_4,electronics,balanced,178.34,18,0.967,0.031,0.901,81,3.93,3.77,0.812,2.56,1,3.09,2
2404,2404_5,electronics,budget,156.08,12,0.9,0.017,0.85,78.4,4.07,4.69,0.891,3.11,1,4.18,3
2404,2404_6,electronics,balanced,216.61,14,0.976,0.001,0.96,83.2,4.37,3.61,0.852,3.07,1,1.08,3
2404,2404_7,electronics,budget,130.37,12,0.916,0.073,0.887,87,3.79,3.87,0.85,3.72,0,4.43,2
2404,2404_8,electronics,budget,140.62,12,0.944,0.044,0.872,89.7,3.93,4.77,0.834,4.33,1,2.05,4
2404,2404_9,electronics,specialist,200.06,11,1,0.001,0.937,92.6,4.32,4.4,0.872,4.58,0,3.33,2
2404,2404_10,electronics,balanced,207.84,9,0.967,0.016,0.936,78.4,4.02,3.97,0.9,1,1,2.41,4
2405,2405_1,materials,specialist,99.42,19,0.971,0.001,0.921,79.1,4.47,4.67,0.892,2.82,0,1.82,4
2405,2405_2,materials,budget,67.82,24,0.942,0.056,0.863,80.8,4.21,3.56,0.898,1,1,1.35,3
2405,2405_3,materials,specialist,116.16,16,0.986,0.001,0.915,85.9,4.64,3.95,0.779,3.44,1,2.61,1
2405,2405_4,materials,budget,58.42,27,0.9,0.07,0.879,86.3,4.15,3.72,0.818,3.03,1,1.05,3
2405,2405_5,materials,premium,101.55,12,0.987,0.001,0.878,98,4.14,4.81,0.815,3.09,1,3.46,3
2405,2405_6,materials,premium,113.68,13,1,0.001,0.99,85.2,4.93,4.81,0.827,3.3,1,3.4,4
2406,2406_1,machinery,premium,374.94,16,1,0.001,0.977,88.3,4.51,3.98,0.815,1.61,1,2.68,2
2406,2406_2,machinery,balanced,323.99,28,0.994,0.028,0.952,89.7,4.11,4.13,0.878,4.82,1,3.87,3
2406,2406_3,machinery,budget,270.74,33,0.917,0.039,0.92,82.1,4.29,3.13,0.805,2.82,1,3.11,4
2406,2406_4,machinery,premium,418.89,17,1,0.001,0.96,83.9,4.58,4.12,0.842,2.14,1,3.45,2
2406,2406_5,machinery,balanced,318.55,24,0.974,0.024,0.938,90.4,3.76,2.77,0.832,3.24,1,3.56,0
2406,2406_6,machinery,specialist,360.03,24,1,0.001,0.928,87.4,4.5,4.15,0.837,2.12,0,4.08,3
2406,2406_7,machinery,balanced,314.92,25,0.983,0.001,0.934,83.3,4.5,5,0.903,2.63,0,3.51,3
2407,2407_1,automotive,specialist,177.78,15,0.978,0.001,0.935,83.6,4.08,4.15,0.873,4.21,1,2.67,2
2407,2407_2,automotive,balanced,134.74,15,0.987,0.037,0.927,84.7,4.15,3.95,0.859,2.6,0,2.82,1
2407,2407_3,automotive,premium,203.38,9,1,0.001,0.909,88.1,4.97,4.96,0.779,2.12,1,3.34,2
2407,2407_4,automotive,budget,122.96,19,0.9,0.085,0.85,82.3,3.7,4.38,0.778,1.94,1,4.95,2
2407,2407_5,automotive,specialist,153.88,12,0.992,0.001,0.936,94.6,4.19,3.86,0.908,2.75,1,2.89,0
2407,2407_6,automotive,premium,223.26,11,1,0.001,0.981,87.1,4.55,4.96,0.87,3.34,1,3.12,3
2407,2407_7,automotive,balanced,148.18,13,0.986,0.021,0.919,87.7,4.66,4.38,0.838,1.9,1,2.22,3
2407,2407_8,automotive,balanced,144.49,13,0.946,0.015,0.892,92.4,4.01,3.71,0.919,3.21,1,1.87,3
2408,2408_1,machinery,premium,432.63,17,1,0.001,0.964,79.4,4.99,4.3,0.862,2.63,1,2.72,3
2408,2408_2,machinery,budget,204.1,29,0.905,0.058,0.925,77.5,4.31,3.88,0.774,3.9,1,2.49,1
2408,2408_3,machinery,premium,449.44,25,1,0.001,0.956,83.3,4.64,4,0.862,4.78,1,4.03,3
2408,2408_4,automotive,balanced,161.41,10,0.97,0.037,0.888,79.9,4.38,3.71,0.923,2.65,1,1,2
2408,2408_5,machinery,specialist,367.9,23,0.973,0.001,0.944,87.6,4.71,3.6,0.872,2.07,1,3.27,3
2408,2408_6,machinery,budget,255.03,26,0.915,0.041,0.866,81.2,3.91,3.68,0.862,3.07,0,3.86,4
2408,2408_7,automotive,specialist,201.24,11,1,0.001,0.946,88.4,4.23,4,0.839,2.89,0,1.95,3
2408,2408_8,machinery,specialist,319.27,21,1,0.001,0.9,87.9,4.6,4.51,0.965,2.07,1,1.62,3
2408,2408_9,automotive,premium,237.34,12,1,0.001,0.94,85.8,4.86,3.79,0.892,3,0,4.03,2
2408,2408_10,automotive,balanced,133.28,14,0.942,0.029,0.921,86.7,3.94,3.88,0.952,2.95,0,2.25,3
2409,2409_1,materials,balanced,81.74,19,0.979,0.004,0.969,82.5,3.96,4.11,0.786,3.02,1,1.73,1
2409,2409_2,materials,premium,83.83,10,1,0.001,0.96,80.8,4.93,4.02,0.879,3.39,0,2.31,2
2409,2409_3,materials,premium,117.39,18,1,0.001,0.942,84.8,5,3.95,0.809,3.75,1,4.4,1
2409,2409_4,materials,premium,111.83,13,0.992,0.001,0.959,78,4.9,4.32,0.818,3.97,1,3.33,3
2409,2409_5,materials,premium,105.39,12,1,0.001,0.931,78.9,5,4.64,0.939,3.12,1,2.12,3
2409,2409_6,materials,balanced,76.63,13,0.919,0.024,0.949,88.5,4.52,3.93,0.898,3.19,1,1.6,3
2409,2409_7,materials,premium,102.25,18,1,0.001,0.967,82.3,4.62,4.23,0.872,1,0,1.7,4
2409,2409_8,materials,balanced,89.24,21,0.926,0.023,0.919,85.6,4.82,4.7,0.878,3.86,0,3.53,1
2410,2410_1,chemicals,specialist,149.61,13,0.991,0.009,0.949,79.3,4.47,3.81,0.868,2.33,1,3.72,1
2410,2410_2,chemicals,balanced,131.41,16,0.973,0.008,0.932,85,4.26,4.07,0.833,2.32,1,1.62,3
2410,2410_3,chemicals,balanced,103.18,17,0.98,0.007,0.93,88.4,4.25,4.46,0.819,1.98,0,2.39,4
2410,2410_4,chemicals,specialist,149.95,8,1,0.001,0.906,89.9,4.36,4.05,0.847,1.88,0,2.19,2
2410,2410_5,chemicals,premium,167.22,13,1,0.001,0.945,89.5,4.75,4.17,0.829,2.93,1,4.05,3
2410,2410_6,chemicals,specialist,148.32,14,1,0.001,0.929,77.4,4.33,5,0.865,2.62,1,2.14,3
2411,2411_1,electronics,specialist,254.92,11,0.987,0.001,0.963,91.7,4.39,4.04,0.836,2.62,1,3,4
2411,2411_2,electronics,specialist,255.83,9,0.983,0.001,0.926,85.8,4.79,4.46,0.842,3.44,1,3.61,4
2411,2411_3,electronics,premium,266.85,9,1,0.001,0.92,90,4.55,3.8,0.814,4.57,1,1.02,4
2411,2411_4,electronics,budget,185,13,0.9,0.072,0.885,75.6,4.3,4.13,0.777,2.05,0,1.57,3
2411,2411_5,electronics,budget,187.64,14,0.9,0.064,0.855,94.4,4.14,3.71,0.859,2.78,1,3.16,3
2411,2411_6,electronics,premium,259.46,9,1,0.001,0.922,92,5,3.9,0.851,3.1,1,2.5,2
2412,2412_1,electronics,balanced,186.9,16,0.983,0.001,0.897,77.9,4.09,4.36,0.912,4.96,1,2.55,3
2412,2412_2,electronics,budget,167.94,13,0.9,0.053,0.865,87,3.75,3.87,0.84,1.99,1,1,0
2412,2412_3,electronics,specialist,267.74,11,1,0.001,0.923,86,4.13,4.26,0.786,3.08,1,2.87,2
2412,2412_4,electronics,budget,135.38,13,0.947,0.064,0.884,89.7,4.01,3.37,0.844,3.78,0,2.63,2
2412,2412_5,electronics,budget,171.11,11,0.963,0.029,0.85,77.7,4.12,3.72,0.764,1.99,1,2.07,4
2412,2412_6,electronics,specialist,227.67,9,1,0.001,0.937,84.1,5,4.66,0.839,3.51,0,3.42,2
2412,2412_7,electronics,specialist,258.72,16,1,0.001,0.951,93.8,4.37,4.2,0.921,1.68,1,3.64,1
2412,2412_8,electronics,budget,142.92,18,0.914,0.074,0.91,84.9,3.92,4.38,0.833,3.21,1,1.98,2
2412,2412_9,electronics,premium,247.02,11,1,0.001,0.938,82.9,4.59,4.46,0.829,2.45,0,3.25,0
2412,2412_10,electronics,balanced,218.63,7,0.97,0.017,0.933,77.3,4.57,4.28,0.835,2.39,0,2.09,1
2413,2413_1,electronics,budget,143.61,11,0.928,0.074,0.85,94.4,4.08,3.92,0.748,3.29,1,1.17,2
2413,2413_2,electronics,budget,133.34,13,0.929,0.033,0.85,88.6,4.01,3.71,0.888,3.26,1,3.16,3
2413,2413_3,electronics,balanced,218.96,11,0.965,0.011,0.918,86.7,4.43,3.88,0.824,3.4,0,2.32,3
2413,2413_4,electronics,budget,163.85,15,0.912,0.055,0.883,91.1,4.2,3.54,0.848,2.66,0,2.93,2
2413,2413_5,electronics,balanced,206.78,8,0.967,0.001,0.938,88.1,4.93,3.55,0.763,3.72,1,1.83,0
2413,2413_6,electronics,specialist,220.21,8,0.998,0.001,0.928,82.1,5,3.75,0.884,4.3,1,2.47,2
2413,2413_7,electronics,premium,283.34,5,1,0.001,0.953,92.2,4.91,4.1,0.955,2.51,1,3.87,2
2413,2413_8,electronics,budget,133.71,16,0.935,0.058,0.874,87.9,3.81,3.86,0.935,1,1,2.55,2
2413,2413_9,electronics,budget,142.62,14,0.905,0.09,0.88,80.9,3.28,4.09,0.861,2.48,1,2.3,3
2413,2413_10,electronics,premium,271.17,5,1,0.001,0.967,84,4.86,4.35,0.874,1.61,1,1.22,3
2414,2414_1,chemicals,premium,170.35,17,1,0.001,0.954,84.4,4.57,4.78,0.891,3.2,1,2.88,2
2414,2414_2,chemicals,premium,190.97,9,1,0.001,0.928,89.1,4.67,4.25,0.779,1.74,1,3.27,3
2414,2414_3,chemicals,premium,154.44,13,1,0.001,0.963,83.7,4.85,3.49,0.847,3.35,1,4.85,3
2414,2414_4,chemicals,specialist,148.05,16,1,0.001,0.945,93.1,4.59,4.79,0.877,3.55,1,1.76,2
2414,2414_5,chemicals,balanced,113.8,17,0.97,0.04,0.878,85.9,4.1,4.94,0.868,4.18,1,2.15,0
2414,2414_6,chemicals,balanced,110.33,19,0.98,0.038,0.917,90.3,4.34,3.78,0.781,2.6,1,1.88,2
2415,2415_1,chemicals,budget,89.4,20,0.9,0.069,0.854,93.1,3.8,3.78,0.784,2.22,1,3.16,1
2415,2415_2,chemicals,budget,93.3,25,0.955,0.036,0.865,82.4,3.94,4.53,0.795,3.57,1,2.44,3
2415,2415_3,chemicals,premium,154.21,15,1,0.001,0.935,83.5,5,4.28,0.827,4.7,0,3.02,2
2415,2415_4,chemicals,specialist,114.78,19,0.99,0.001,0.934,81.9,4.44,5,0.849,2.37,1,2.75,0
2415,2415_5,chemicals,budget,71.71,25,0.907,0.068,0.896,84.5,4.4,3.86,0.788,2.58,1,2.62,4
2415,2415_6,chemicals,budget,82.16,21,0.9,0.086,0.908,88.5,3.62,3.21,0.736,2.72,1,3.28,2
2415,2415_7,chemicals,budget,112.59,24,0.939,0.006,0.876,79.5,4.24,3.7,0.859,3.35,0,2.01,2
2415,2415_8,chemicals,premium,171.44,12,1,0.001,0.953,83.4,4.99,4.58,0.793,4.05,1,3,3
2415,2415_9,chemicals,balanced,120.28,19,0.935,0.009,0.915,84.2,4.63,4.58,0.882,1.33,1,1.44,2
2416,2416_1,chemicals,budget,92.55,23,0.943,0.05,0.879,85.4,4.02,3.79,0.895,3.42,1,2.04,3
2416,2416_2,chemicals,specialist,112.65,16,1,0.001,0.912,75,5,5,0.853,2.6,0,2.41,3
2416,2416_3,chemicals,premium,165.49,12,0.986,0.001,0.968,87.4,4.8,5,0.873,4.46,0,3.14,2
2416,2416_4,chemicals,premium,191.88,14,1,0.001,0.931,84.4,4.5,3.02,0.895,3.6,1,3.96,4
2416,2416_5,chemicals,specialist,145.48,16,1,0.001,0.905,77.8,4.52,4.44,0.89,3.16,1,2.5,3
2416,2416_6,chemicals,premium,169.73,15,1,0.001,0.931,89.4,4.59,4.81,0.903,3.12,0,2.87,3
2416,2416_7,chemicals,budget,58.66,23,0.928,0.052,0.865,81.5,4.21,3.87,0.936,2.3,1,2.85,3
2416,2416_8,chemicals,budget,119.69,21,0.947,0.054,0.85,88,4.41,4.35,0.847,3.52,1,2.1,1
2416,2416_9,chemicals,budget,56.15,12,0.908,0.034,0.912,85.4,4.1,3.11,0.852,3.13,1,2.22,0
2417,2417_1,chemicals,budget,91.81,16,0.933,0.059,0.886,86.8,3.94,3.71,0.923,2.78,1,3.79,2
2417,2417_2,chemicals,budget,130.93,25,0.958,0.057,0.908,83.4,4.37,3.28,0.891,2.97,1,1.65,3
2417,2417_3,chemicals,premium,157.52,15,1,0.001,0.974,78.6,5,4.21,0.841,3.04,1,1,3
2417,2417_4,chemicals,specialist,116.03,12,1,0.001,0.944,93.1,5,4.3,0.937,4.56,1,2.7,1
2417,2417_5,chemicals,premium,146.63,13,1,0.001,0.96,90.8,5,4.53,0.871,3.03,1,2.73,2
2417,2417_6,chemicals,budget,82.32,22,0.94,0.071,0.907,84.2,3.7,4.13,0.898,3.88,1,2.97,3
2417,2417_7,chemicals,balanced,99.91,21,0.958,0.001,0.897,84.1,3.97,4.33,0.794,3.37,1,4.98,2
2417,2417_8,chemicals,specialist,129.4,14,1,0.001,0.941,81.4,4.14,4.36,0.844,3.3,1,2.34,0
2417,2417_9,chemicals,budget,66.91,24,0.901,0.071,0.925,85.8,3.81,4.58,0.932,2.01,1,1.8,2
2417,2417_10,chemicals,budget,85.26,30,0.9,0.048,0.85,84,4,2.74,0.811,4.68,1,4.78,0
2418,2418_1,materials,premium,149.6,15,1,0.001,0.972,82.8,4.82,4.52,0.901,3.82,1,3.25,2
2418,2418_2,materials,balanced,82.76,16,0.932,0.006,0.953,82.7,4.38,3.77,0.838,2.06,0,1.41,3
2418,2418_3,materials,premium,81.96,19,0.982,0.001,0.938,76.1,4.75,5,0.869,2.68,1,1.14,3
2418,2418_4,materials,specialist,70.52,17,1,0.001,0.936,75,4.45,3.96,0.868,4.25,1,3.67,3
2418,2418_5,materials,balanced,84.47,20,0.947,0.017,0.913,85.1,3.98,2.82,0.863,2.94,1,2.18,1
2418,2418_6,materials,budget,26.75,21,0.949,0.057,0.873,83.8,3.86,4.56,0.828,2.22,1,3.72,2
2418,2418_7,materials,premium,116.56,16,0.995,0.001,0.964,87.7,4.62,4.03,0.787,2.39,0,1.46,2
2418,2418_8,materials,specialist,98.59,20,1,0.001,0.927,81.1,4.63,4.44,0.854,2.84,0,3.2,2
2418,2418_9,materials,balanced,114.63,21,0.948,0.013,0.905,86.1,4.35,4.8,0.899,3.07,1,2.61,2
2418,2418_10,materials,specialist,105.86,12,1,0.001,0.916,80.5,4.44,4.9,0.847,3.55,0,4.16,2
2419,2419_1,machinery,premium,407.72,22,1,0.001,0.945,89.4,4.79,4.04,0.917,3.81,0,3.87,4
2419,2419_2,machinery,budget,212.13,28,0.942,0.03,0.879,80.6,3.58,4.13,0.817,2.77,0,2.88,1
2419,2419_3,machinery,balanced,301.6,29,0.966,0.032,0.883,80.4,4.12,3.79,0.794,3.6,1,1.78,3
2419,2419_4,machinery,premium,379.11,21,1,0.001,0.928,94.8,4.83,5,0.9,2.79,0,2.76,3
2419,2419_5,machinery,premium,380.93,17,1,0.001,0.964,77.6,4.98,3.97,0.916,4.1,0,2.9,2
2419,2419_6,machinery,balanced,275.11,18,0.988,0.039,0.923,82.5,4.52,3.97,0.834,3.5,1,2.86,3
2419,2419_7,machinery,specialist,360.72,18,1,0.001,0.935,79.3,4.43,4.4,0.908,2.76,0,2.8,3
2419,2419_8,machinery,premium,427.56,21,1,0.001,0.958,89.5,4.99,4.03,0.832,4.63,1,1.72,3
2420,2420_1,electronics,balanced,223.75,12,0.986,0.019,0.946,83.8,4.47,4.06,0.829,1.53,0,1.26,0
2420,2420_2,electronics,balanced,182.4,11,0.94,0.004,0.958,86.3,4.02,3.08,0.757,3.35,0,1,3
2420,2420_3,electronics,budget,159.19,16,0.939,0.082,0.862,88.7,3.26,4.28,0.846,3.06,1,1.99,3
2420,2420_4,electronics,budget,146.38,17,0.907,0.045,0.902,83.3,4.29,4.32,0.959,1,1,3.17,2
2420,2420_5,electronics,balanced,196.34,13,0.971,0.015,0.901,90.6,4.1,4.48,0.859,3.59,1,2.62,0
2420,2420_6,electronics,specialist,239.72,8,0.977,0.001,0.941,84.3,4.55,4.26,0.955,1,0,2.23,2
2420,2420_7,electronics,specialist,224.47,11,1,0.001,0.961,78.3,4.38,3.64,0.901,2.5,1,3.36,3
2421,2421_1,materials,budget,43.27,21,0.933,0.062,0.884,82.4,3.43,4.09,0.897,4.06,1,3.64,0
2421,2421_2,materials,budget,30.72,28,0.908,0.051,0.868,79.9,4.06,3.98,0.923,2.52,1,1.97,3
2421,2421_3,materials,budget,87.34,29,0.92,0.04,0.853,83.9,3.96,4.22,0.798,1.83,0,2.6,4
2421,2421_4,materials,budget,55.15,26,0.9,0.063,0.899,85.8,3.94,2.76,0.812,3.85,1,2.95,3
2421,2421_5,materials,specialist,112.65,20,1,0.001,0.897,85.9,5,3.82,0.776,1.85,1,2.44,2
2421,2421_6,materials,budget,65.49,22,0.9,0.044,0.902,85.7,3.77,4.38,0.846,2.18,1,1.83,2
2421,2421_7,materials,balanced,76.9,23,0.949,0.017,0.904,84.4,3.95,4.58,0.801,3.02,0,3.83,0
2421,2421_8,materials,budget,62.58,26,0.9,0.051,0.885,85.2,4.1,3.28,0.878,2.71,1,1.77,3
2422,2422_1,machinery,balanced,333.17,21,0.954,0.006,0.897,92.1,3.82,3.92,0.8,3.59,0,1.98,3
2422,2422_2,machinery,premium,461.82,18,1,0.001,0.957,86,4.98,4.28,0.862,1.79,1,2.16,2
2422,2422_3,machinery,balanced,335.56,23,0.959,0.039,0.926,78.6,4.08,3.68,0.904,2.15,1,2.19,2
2422,2422_4,machinery,budget,212.28,28,0.9,0.069,0.85,79.3,4.16,4.39,0.779,2.82,0,1.11,3
2422,2422_5,machinery,specialist,343.91,24,1,0.001,0.932,88.1,4.83,4.25,0.813,1,1,4.16,3
2422,2422_6,machinery,budget,235.34,31,0.919,0.056,0.85,88.6,3.88,3.89,0.896,4.1,1,4.4,2
2422,2422_7,machinery,balanced,260.88,24,0.968,0.017,0.92,76.6,4.33,3.65,0.875,4.76,1,1.92,2
2422,2422_8,machinery,specialist,344.05,24,1,0.001,0.973,86.4,4.47,3.68,0.84,4.13,1,3.87,2
2422,2422_9,machinery,balanced,302.9,24,0.997,0.028,0.899,86.6,3.44,3.31,0.748,1.78,1,2.36,3
2423,2423_1,chemicals,budget,98.83,23,0.926,0.066,0.93,76,3.44,4.48,0.828,2.31,1,2.48,2
2423,2423_2,chemicals,premium,128.08,15,1,0.001,0.91,87.4,4.86,3.97,0.871,2.21,0,2.49,2
2423,2423_3,chemicals,premium,162.98,15,1,0.001,0.952,92.1,4.9,4.62,0.84,4.26,1,1.71,2
2423,2423_4,chemicals,budget,74.73,20,0.9,0.042,0.87,89.5,4.35,3.41,0.77,4.8,1,4.08,2
2423,2423_5,chemicals,budget,120.38,16,0.965,0.045,0.893,93.1,4.19,3.48,0.915,2.61,0,1.87,1
2423,2423_6,chemicals,balanced,116.63,14,0.959,0.025,0.94,87.6,4.22,3.82,0.84,3.32,1,2.08,4
2423,2423_7,chemicals,specialist,158.36,17,1,0.001,0.967,87.1,4.24,3.54,0.847,3.32,1,2.31,2
2423,2423_8,chemicals,specialist,136.99,21,0.982,0.001,0.923,80.4,4.29,4.09,0.856,3.35,1,1,3
2423,2423_9,chemicals,premium,176.41,13,1,0.001,0.945,84.3,4.86,3.36,0.782,4.47,0,3.06,3
2423,2423_10,chemicals,premium,182.41,12,1,0.001,0.942,88,4.8,4.38,0.793,1,0,1.81,0
2424,2424_1,automotive,specialist,175.59,6,0.994,0.001,0.899,86.2,4.76,4.98,0.851,4.93,1,1.77,3
2424,2424_2,automotive,budget,88.32,28,0.9,0.07,0.874,86.3,4.17,5,0.805,2.18,1,1,2
2424,2424_3,automotive,budget,98.25,19,0.932,0.032,0.881,84.7,4.06,3.97,0.908,1.34,0,2.11,3
2424,2424_4,automotive,balanced,148.82,12,0.954,0.008,0.91,83.8,4.13,3.56,0.863,3.33,1,2.25,1
2424,2424_5,automotive,balanced,155.18,16,0.976,0.022,0.956,87.4,4.42,4.47,0.835,2.89,1,1.69,2
2424,2424_6,automotive,balanced,137.44,16,0.979,0.024,0.889,75,4.11,4.31,0.76,3.92,1,3.25,3
2424,2424_7,automotive,premium,229.57,11,0.994,0.001,0.967,87.3,4.57,4.58,0.886,1.71,1,3.24,4
2424,2424_8,automotive,specialist,164.85,12,0.965,0.001,0.99,84.1,4.26,3.97,0.901,2.62,1,2.78,2
2424,2424_9,automotive,premium,208.69,11,1,0.001,0.927,79.1,4.66,4.25,0.825,1.2,1,2.04,0
2424,2424_10,automotive,premium,180.28,12,0.999,0.001,0.99,85.2,4.54,4.07,0.963,3.23,1,2.79,2
2425,2425_1,machinery,budget,229.24,30,0.928,0.083,0.915,81.5,3.72,2.67,0.886,3.7,1,3.28,3
2425,2425_2,machinery,specialist,418.59,23,1,0.001,0.955,78.9,4.84,3.51,0.798,2.89,1,3.45,2
2425,2425_3,machinery,budget,237.55,28,0.929,0.043,0.859,86.4,4.14,4.06,0.813,4,1,2.02,3
2425,2425_4,machinery,budget,253.35,26,0.921,0.061,0.85,86.7,3.88,3.01,0.909,2.24,0,2.12,3
2425,2425_5,machinery,specialist,398.72,26,0.988,0.001,0.927,86.5,4.69,3.52,0.847,2.98,1,3.25,4
2425,2425_6,machinery,budget,227.89,28,0.944,0.057,0.875,78.8,3.66,3.62,0.846,3.41,1,1,3
2425,2425_7,machinery,specialist,372.33,19,0.954,0.001,0.926,89.3,4.79,4.29,0.833,2.16,0,2.58,3
2425,2425_8,machinery,specialist,339.56,26,1,0.001,0.914,85.8,4.99,4.15,0.885,2.04,0,2.16,2
2426,2426_1,electronics,specialist,216.97,8,0.975,0.001,0.938,80.7,4.27,4.58,0.844,2.83,0,1.35,2
2426,2426_2,electronics,balanced,178.45,17,0.98,0.049,0.927,84.4,4.84,3.17,0.87,2.58,1,3.25,3
2426,2426_3,electronics,premium,245.03,9,1,0.001,0.926,75,4.48,4.56,0.83,4.36,1,4.6,4
2426,2426_4,electronics,premium,281.72,10,1,0.001,0.965,79.9,4.49,4.19,0.78,4.32,0,2.99,1
2426,2426_5,electronics,specialist,238.59,10,1,0.001,0.947,75,5,3.65,0.907,1.7,0,2.62,3
2426,2426_6,electronics,budget,144.7,14,0.94,0.049,0.868,77.6,3.81,3.71,0.763,2.8,1,2.28,0
2426,2426_7,electronics,premium,242.32,9,1,0.001,0.933,85.6,5,4.52,0.841,3.87,1,2.54,3
2426,2426_8,electronics,balanced,175.44,12,0.944,0.039,0.914,75.9,4.3,4.7,0.76,3.55,1,2.29,3
2426,2426_9,electronics,specialist,246.49,8,1,0.001,0.921,84.2,4.65,4.15,0.873,4.58,1,2.03,3
2427,2427_1,automotive,premium,175.18,10,1,0.001,0.956,93.8,4.93,5,0.941,3.67,1,2.27,1
2427,2427_2,automotive,budget,105.55,12,0.932,0.039,0.85,76.4,3.74,3.8,0.874,2.95,1,4.37,4
2427,2427_3,automotive,premium,208.07,11,1,0.001,0.927,82.4,5,3.73,0.904,2.71,1,3.1,2
2427,2427_4,automotive,specialist,179.17,20,1,0.001,0.919,81.4,4.01,4.27,0.84,3.22,0,3.57,3
2427,2427_5,automotive,budget,77.74,18,0.902,0.042,0.893,87.1,4.1,3.53,0.87,3.12,1,2.62,4
2427,2427_6,automotive,specialist,155.55,11,1,0.01,0.938,85.6,4.78,4.82,0.85,3.84,1,1.52,3
2428,2428_1,chemicals,budget,95.31,26,0.969,0.05,0.852,86,4.07,3.81,0.797,2.35,0,4.82,3
2428,2428_2,chemicals,specialist,155.09,17,0.994,0.001,0.931,82.5,4.71,4.5,0.914,1.58,1,3.2,3
2428,2428_3,chemicals,budget,109.83,20,0.933,0.058,0.89,78.5,4.08,3.61,0.868,2.17,1,2.25,3
2428,2428_4,chemicals,premium,179.63,14,1,0.001,0.976,82.8,4.14,4.15,0.859,3.38,1,2.55,0
2428,2428_5,chemicals,specialist,147.51,19,0.986,0.001,0.895,85.6,4.14,4.79,0.811,1,1,1,3
2428,2428_6,chemicals,balanced,155.81,23,0.971,0.003,0.947,79.6,4.36,4.15,0.932,1,0,1.14,4
2429,2429_1,electronics,premium,242.76,7,1,0.001,0.937,86.9,4.74,4.26,0.805,1.88,1,1.42,2
2429,2429_2,electronics,budget,170.04,18,0.919,0.087,0.85,88.4,4.73,3.68,0.787,1.44,1,2.83,3
2429,2429_3,machinery,premium,462.57,17,1,0.001,0.92,85.4,5,4.66,0.854,3.63,1,1.87,0
